Date,Q,SCA,T,P,Day,Relative Humidity,Wind speed,Wind direction,Snow depth
10/20/2002,3.83,295.0233197,1.2753696,0.049227629,293,68.77,2.04,221.46,0.001141
10/21/2002,3.77,295.5479354,0.9009398,0.225939721,294,57.55,1.48,247.91,0.000874
10/22/2002,3.21,296.003048,0.6141444,1.32122302,295,55.45,1.37,231.12,0.000671
10/23/2002,3.26,295.9930593,0.610912,0.060278732,296,56.86,1.66,226.14,0.000538
10/24/2002,3.21,295.122371,0.9520115,0.187244609,297,43.51,1.54,229.67,0.001032
10/25/2002,3.15,293.1424045,-0.362576,0.020901645,298,46.04,0.97,234.38,0.001254
10/26/2002,3.21,290.3926591,-0.0737775,0,299,42.25,1.21,221.53,0.000901
10/27/2002,3.15,287.3596536,-0.5753065,0.364742935,300,38.09,1.55,221.18,0.000618
10/28/2002,3.03,284.5299069,-0.3242134,0.059274081,301,48.31,0.98,235.34,0.000451
10/29/2002,3.03,282.3899378,-1.02328962,0.049227629,302,52.5,1.41,231.35,0.000373
10/30/2002,3.03,281.4262651,-0.8879138,0,303,60.7,1.49,226.55,0.000316
10/31/2002,2.91,282.1254078,-0.2282564,0,304,61.02,1.61,227.46,0.000267
11/1/2002,2.91,284.9738846,-0.6740868,0,305,50.27,1.78,221.1,0.000227
11/2/2002,2.91,290.2642217,-0.8096945,0,306,39.09,1.56,219.83,0.000197
11/3/2002,2.91,297.5129744,-1.16392226,0.416271269,307,40,1.3,200.53,0.00022
11/4/2002,2.85,306.0427054,-1.08872894,0.007032519,308,51.08,0.75,200.47,0.000206
11/5/2002,2.85,315.1759771,-0.909985,0.045209043,309,59.14,1.1,213.13,0.00018
11/6/2002,2.8,324.2353523,-0.816574,12.5453367,310,59.85,1.44,209.09,0.000156
11/7/2002,2.59,332.5433935,-0.5623949,4.28982639,311,59.4,1.67,195.06,0.000139
11/8/2002,2.59,339.4226633,-0.6765892,0.019906329,312,49.11,1.3,202.59,0.000126
11/9/2002,2.59,344.1957243,-0.7284239,0,313,35.41,1.22,209.21,0.000111
11/10/2002,2.74,346.370099,-0.8351725,0,314,26.15,1.25,216.98,0.000098
11/11/2002,2.48,346.1931489,-0.8320056,0.097001851,315,32.85,1.13,210.16,0.000086
11/12/2002,2.59,344.0971954,-0.669159,4.34284973,316,56.27,1.77,207.86,0.00014
11/13/2002,2.59,340.5145598,-1.62598032,0.03085481,317,69.71,2.03,219.25,0.000237
11/14/2002,2.59,335.8775635,-1.83739564,0,318,41.69,1.24,321.08,0.000182
11/15/2002,2.48,330.6185279,-1.49780402,0.112650178,319,37.64,0.19,296.79,0.000155
11/16/2002,2.48,325.1697743,-1.31115835,0.1100021,320,38.04,0.71,253.04,0.00013
11/17/2002,2.48,319.9636241,-1.01907599,0.843332887,321,42.23,1.12,240.88,0.000108
11/18/2002,2.48,315.3435834,-1.52036829,0,322,48.18,1.63,246.18,0.000087
11/19/2002,2.43,311.2978972,-1.51430787,0.036826707,323,52.31,1.79,248.76,0.000074
11/20/2002,2.48,307.7259954,-2.001442429,0,324,43.4,1.19,332.2,0.000068
11/21/2002,2.43,304.5273075,-1.70181633,0,325,38.39,0.73,280.79,0.000059
11/22/2002,2.43,301.6012635,-1.12310368,0,326,40.33,1.28,269.5,0.000048
11/23/2002,2.43,298.8472932,-1.897464137,0,327,40.55,1.17,278.67,0.000034
11/24/2002,2.43,296.1648261,-1.49809564,0.303747207,328,45.73,1.35,234.66,0.000016
11/25/2002,2.37,293.4532922,-2.27424682,0.494183451,329,52.53,1.43,229.93,0.000005
11/26/2002,2.37,290.643055,-1.937771236,0.07274206,330,42.53,0.63,292.97,0.000002
11/27/2002,2.37,287.788213,-1.6624288,0,331,33.58,0.47,294.29,0.000001
11/28/2002,2.37,284.9737986,-1.38781021,0.034836073,332,36.72,1.18,279.2,0
11/29/2002,2.37,282.2848442,-1.25477949,0,333,36.6,1.28,269.77,0
11/30/2002,2.37,279.806382,-1.42070106,0,334,31.08,1.6,235.66,0
12/1/2002,2.59,277.6234444,-1.76421649,0,335,26.54,1.44,267.96,0
12/2/2002,2.59,275.8210639,-2.16676384,0,336,20.98,0.46,326.46,0
12/3/2002,2.18,274.4842726,-2.2507057,0,337,25.58,1.59,224.88,0
12/4/2002,2.08,273.6795304,-2.35794499,0,338,23.92,1.94,225.1,0
12/5/2002,1.99,273.3990066,-3.021036,0,339,23.84,1.84,208.27,0
12/6/2002,2.08,273.616298,-3.5636278,0,340,31.74,2.05,242.63,0
12/7/2002,1.99,274.3050014,-2.9847877,0,341,23.77,1.19,240.56,0
12/8/2002,1.99,275.4387134,-3.7643399,0,342,21.69,0.93,272.53,0
12/9/2002,1.99,276.9910309,-3.8790823,0,343,27.33,0.65,316.64,0
12/10/2002,1.99,278.9355505,-3.2815103,0,344,21.1,0.4,21.03,0
12/11/2002,1.99,281.2458692,-3.6526967,0,345,26.72,1.01,237.71,0
12/12/2002,1.99,283.8964487,-4.0256,0,346,31.58,1.18,290.4,0
12/13/2002,1.99,286.8652118,-3.548286,0,347,28.75,1.52,331.02,0
12/14/2002,1.94,290.130946,-3.230368,0,348,30.43,1.18,311.49,0
12/15/2002,1.99,293.6724394,-3.7904618,0,349,34.38,1.28,292.16,0
12/16/2002,1.99,297.4684795,-3.9985698,0,350,44.27,1.13,265.52,0
12/17/2002,1.99,301.4978541,-4.3565883,0,351,48.5,1.29,264.88,0
12/18/2002,1.99,305.7393511,-4.7592979,0,352,55.75,1.22,255.68,0
12/19/2002,1.99,310.1717582,-5.5000998,0,353,48.77,1.73,254.05,0
12/20/2002,1.99,314.7738631,-5.5140726,0,354,50.48,1.68,268.75,0
12/21/2002,1.99,319.5244537,-5.2124206,0,355,35.4,1.78,324.23,0
12/22/2002,1.99,324.4023177,-5.6950507,0,356,31.83,0.65,286.63,0
12/23/2002,1.99,329.3862428,-5.2974268,0,357,34.01,0.93,227.05,0
12/24/2002,1.99,334.4550168,-5.6287369,0,358,47.14,1.59,226.49,0
12/25/2002,2.08,339.5874276,-5.9658509,0,359,53.34,1.12,277.05,0
12/26/2002,1.99,344.7622628,-5.7598161,0,360,48.35,1.74,265.78,0
12/27/2002,1.99,349.9583103,-5.8065397,0,361,47.56,1.34,270.48,0
12/28/2002,1.99,355.1543577,-6.0536919,0,362,44.52,1.79,262.16,0
12/29/2002,1.99,360.3291929,-6.6472436,0,363,40.7,1.95,274.38,0
12/30/2002,1.99,365.4616037,-6.6079232,0,364,33.07,2.28,245.05,0
12/31/2002,1.99,370.5303778,-7.2191005,0.087404162,365,61.79,2.34,208.67,0.007595
1/1/2003,2.08,350.7522722,-7.1840045,0,1,62.64,2.12,353.09,0.024741
1/2/2003,2.08,348.2732698,-5.9235334,0.308161855,2,29.14,0.78,232.81,0.020829
1/3/2003,2.08,345.8464321,-5.23946,0.049883861,3,23.49,1.74,213.84,0.018001
1/4/2003,2.13,343.523924,-5.6966325,0,4,40.2,0.47,304.28,0.014733
1/5/2003,2.08,341.3579101,-5.6452832,0,5,29.31,4.21,5.44,0.013385
1/6/2003,1.99,339.4005553,-5.0077123,0,6,27.22,2.08,257.09,0.011988
1/7/2003,1.99,337.7040243,-4.7562377,0,7,22.86,2.86,242.44,0.010996
1/8/2003,1.94,336.3204819,-5.7161599,0,8,25.24,1.33,286.34,0.010374
1/9/2003,1.8,335.3020928,-6.2722012,0,9,22.2,1.78,250.29,0.009791
1/10/2003,1.72,334.6431978,-6.0678751,0,10,20.92,1.91,243.73,0.009228
1/11/2003,1.68,334.106842,-6.2593822,0.038176529,11,20.9,1.33,242.22,0.008729
1/12/2003,1.72,333.3982464,-6.0040782,0,12,23.26,1.62,270.5,0.008305
1/13/2003,1.76,332.2226321,-5.9359123,0,13,25.16,1.21,270.46,0.00792
1/14/2003,1.76,330.2852202,-7.3004094,0,14,20.97,3.33,19.48,0.007556
1/15/2003,1.76,327.2912316,-6.1037516,0.03114401,15,20.37,0.82,328.58,0.007104
1/16/2003,1.76,322.9458876,-5.7289228,0.710595548,16,22.34,1.03,330.68,0.006397
1/17/2003,1.76,316.9544091,-5.0295329,0,17,22.77,0.71,343.56,0.005446
1/18/2003,1.76,309.2066666,-4.2122511,0,18,24,0.37,306.35,0.003715
1/19/2003,1.76,300.3311287,-4.0200253,0,19,19.9,0.69,260.91,0.002669
1/20/2003,1.85,291.1409132,-4.6268624,0.335421622,20,16.21,1.17,245.69,0.002325
1/21/2003,1.85,282.449138,-4.7738985,0.121002309,21,20.31,1.26,295.4,0.002078
1/22/2003,1.89,275.0689211,-5.5047041,0,22,27.67,1.6,246.66,0.001902
1/23/2003,1.85,269.8133802,-5.6280366,0,23,30.53,2.47,258.52,0.001781
1/24/2003,1.76,267.4956335,-6.3591577,0,24,33.29,2.23,259.22,0.001677
1/25/2003,1.76,268.9287986,-6.2380019,0,25,28.82,2.17,262.03,0.001577
1/26/2003,1.8,274.6095971,-6.2653585,0,26,21.48,1.82,272.54,0.001454
1/27/2003,1.85,283.7691639,-5.7920187,0.888817608,27,25.7,1.22,237.81,0.001347
1/28/2003,1.76,295.3222374,-6.4307704,36.7226944,28,55.81,2.26,228.95,0.002533
1/29/2003,1.76,308.1835562,-7.3927286,11.8458691,29,74.94,2.01,238.79,0.004031
1/30/2003,1.63,321.2678587,-7.2118837,0.081905149,30,72.61,2.4,234.89,0.003797
1/31/2003,1.63,333.4898834,-6.7516775,8.06657887,31,79.36,2.73,216.38,0.006641
2/1/2003,1.68,343.7643687,-6.079661,0,32,72.23,2.55,222.96,0.009708
2/2/2003,1.72,351.0060532,-6.3603129,8.18346024,33,44.13,1.83,233.11,0.008232
2/3/2003,1.51,354.4425321,-6.5426839,0.099330895,34,25.3,1.24,244.73,0.007349
2/4/2003,1.55,354.5528288,-6.8273151,8.51411343,35,49.01,1.15,221.06,0.03544
2/5/2003,1.63,352.1288234,-6.3702977,0,36,67.64,1.31,351.02,0.076524
2/6/2003,1.32,347.962396,-5.5809763,0,37,43.41,1.74,357.32,0.068666
2/7/2003,1.32,342.8454267,-5.6654232,0.444906443,38,56.93,1.7,247.49,0.062406
2/8/2003,1.32,337.5697959,-4.7494529,0.104508229,39,53.29,1.49,225.51,0.054954
2/9/2003,1.28,332.9273834,-5.9923692,0.204039872,40,44.24,1.21,240.02,0.046918
2/10/2003,1.32,329.7100697,-6.0983565,0,41,42.09,0.45,275.53,0.0447
2/11/2003,1.39,328.5119687,-5.9321996,0,42,50.56,1.31,237.82,0.04505
2/12/2003,1.24,329.1361313,-6.3138266,0,43,53.68,1.5,256.15,0.040737
2/13/2003,1.24,331.187842,-5.9865802,0,44,55.52,2,229.02,0.039002
2/14/2003,1.24,334.2723855,-6.7609142,0,45,50.09,1.82,298.75,0.037263
2/15/2003,1.35,337.9950464,-6.8210517,0,46,47.04,0.47,263.87,0.035198
2/16/2003,1.32,341.9611096,-5.7528752,0.072830439,47,49.39,0.69,231.85,0.032465
2/17/2003,1.43,345.7758595,-5.5357651,1.01348734,48,61.91,1.86,219.12,0.030757
2/18/2003,1.51,349.044581,-4.6268742,58.8456078,49,80.2,2.04,194.96,0.036193
2/19/2003,1.47,351.4608123,-6.9337773,57.0483513,50,96.71,3.31,192,0.060382
2/20/2003,1.47,353.0711068,-6.2849241,0,51,75.37,1.64,235.99,0.063424
2/21/2003,1.51,354.0102711,-6.0547524,0,52,45.91,2.67,345.96,0.057755
2/22/2003,1.51,354.4131123,-5.4616816,0,53,43.97,0.67,270.14,0.05181
2/23/2003,1.39,354.4144372,-4.8365357,0.275702655,54,47.74,0.95,271.13,0.04031
2/24/2003,1.39,354.1490528,-5.0863063,0.606416821,55,60.13,1.14,249.71,0.03598
2/25/2003,1.47,353.7517658,-4.4665765,0.390666544,56,62.68,1.43,269.11,0.035362
2/26/2003,1.39,353.3573832,-4.551944,2.64600372,57,65.16,1.33,246.6,0.033216
2/27/2003,1.47,353.0764546,-4.5138534,0.540683448,58,53.26,1.05,307.63,0.028525
2/28/2003,1.39,352.9225007,-3.8444692,0.0110511,59,55.72,1.16,260.49,0.025173
3/1/2003,1.28,352.884785,-3.4811813,0,60,62.38,1.43,254.64,0.021733
3/2/2003,1.32,352.952571,-2.78135161,0,61,50.86,1.7,257.33,0.019007
3/3/2003,1.32,353.115122,-1.87706035,0,62,65.81,4.47,235.62,0.01728
3/4/2003,1.32,353.3617017,-2.44706275,0,63,43.45,4.13,238.4,0.016087
3/5/2003,1.24,353.6815733,-3.5715885,0,64,29.64,2.79,272.05,0.012096
3/6/2003,1.32,354.0640005,-4.4935091,0.006027873,65,34.9,2.33,234.52,0.010352
3/7/2003,1.32,354.4904129,-4.4834348,0,66,40.53,1.96,245.93,0.009633
3/8/2003,1.35,354.9109056,-5.0971218,0,67,31.18,2.14,328.47,0.008906
3/9/2003,1.32,355.2677399,-4.7962752,0,68,38.18,1.8,221.92,0.008028
3/10/2003,1.32,355.5031773,-3.06697684,0.037946578,69,49.21,2.18,228.97,0.00729
3/11/2003,1.32,355.5594789,-2.42564472,0.344282418,70,51.36,2.35,221.79,0.007278
3/12/2003,1.35,355.3789063,-4.4956431,83.2651367,71,68.06,1.85,212.48,0.011265
3/13/2003,1.32,354.9037207,-4.295096,0.090620436,72,62.99,1.6,266.76,0.007212
3/14/2003,1.32,354.0761835,-3.97751,0,73,54.44,1.46,256.1,0.005918
3/15/2003,1.35,352.8727563,-2.46623816,0.050761137,74,60.31,2.27,231.64,0.004814
3/16/2003,1.35,351.4067016,-2.65964657,8.30537128,75,55.63,2.33,223.04,0.004213
3/17/2003,1.32,349.8254823,-3.2807428,3.59619021,76,50.37,1.68,240.55,0.003792
3/18/2003,1.32,348.2765611,-3.1715029,1.75292206,77,49.29,1.57,248.65,0.004342
3/19/2003,1.28,346.907401,-2.79539442,0.180756345,78,48.61,1.9,228.66,0.003003
3/20/2003,1.24,345.8654647,-2.90015025,0.125025511,79,43.58,1.53,249.8,0.002499
3/21/2003,1.24,345.298215,-2.45469109,0.101236522,80,44.22,0.95,222.87,0.001918
3/22/2003,1.32,345.3531148,-1.39163484,0,81,45.26,0.74,210.97,0.001307
3/23/2003,1.28,346.1154997,-0.8452847,10.3209591,82,52.83,1.53,198.65,0.00099
3/24/2003,1.32,347.4221976,-1.73091798,14.7450676,83,67.23,3.07,213.1,0.000809
3/25/2003,1.32,349.0479087,-1.68975078,0.155318782,84,68.17,2.05,225.18,0.000677
3/26/2003,1.35,350.7673337,-2.36895885,0.76785022,85,61.96,1.79,222.04,0.000552
3/27/2003,1.32,352.3551732,-2.39953435,0.007032519,86,50.96,1.02,199.02,0.000561
3/28/2003,1.32,353.5861276,-0.6068676,0.104117163,87,61.16,1.68,206.46,0.000413
3/29/2003,1.32,354.2348976,-2.28429878,3.52867436,88,63.82,3.01,217.21,0.001207
3/30/2003,1.35,354.0761835,-1.36369588,0.165707573,89,64.54,3.77,227.44,0.001054
3/31/2003,1.43,352.9722141,-1.1193627,0.008037164,90,47.37,2.18,248.2,0.000816
4/1/2003,1.35,351.1353297,-0.0014637,0.122671731,91,43.47,2.33,253.05,0.000608
4/2/2003,1.35,348.8653991,-0.1180481,0.031953543,92,38.52,1.72,249.13,0.000451
4/3/2003,1.32,346.4622908,0.5228366,0.131465659,93,39.24,2.48,222.51,0.000421
4/4/2003,1.35,344.2258734,-0.0066481,2.37259841,94,43.67,2.61,219.11,0.000307
4/5/2003,1.39,342.4560153,-0.3846758,0,95,47.02,2.51,229.64,0.000246
4/6/2003,1.43,341.4525853,0.3018104,0.006967215,96,36.55,2.06,219.31,0.000187
4/7/2003,1.43,341.5154518,1.3604716,0.013060391,97,24.79,1.62,233.01,0.000142
4/8/2003,1.43,342.821636,1.761727,0.590166032,98,27.65,1.73,225.61,0.000085
4/9/2003,1.47,345.0567693,1.5040259,0.130750701,99,34.39,1.99,234.08,0.000045
4/10/2003,1.43,347.7836354,1.6339751,4.79380655,100,40.48,2.34,219.64,0.000032
4/11/2003,1.47,350.5650184,1.6746309,3.63339162,101,43.91,2.37,235.29,0.000025
4/12/2003,1.51,352.9637022,2.2356887,0.848055065,102,39.35,2.19,257.59,0.000018
4/13/2003,1.51,354.5424705,2.7955132,28.6548729,103,35.4,1.87,223.61,0.000006
4/14/2003,1.55,354.8641074,2.0686437,43.2518501,104,42.65,2.67,229.11,0.000002
4/15/2003,1.55,353.4913968,2.0224435,0.207573429,105,42.77,2.72,235.87,0
4/16/2003,1.63,350.1614573,2.5181874,32.3840714,106,59.63,2.76,220.73,0
4/17/2003,1.85,345.3087475,0.7280815,0.003981266,107,45.59,1.72,243.72,0
4/18/2003,1.85,339.5420603,2.5620022,0.413674057,108,32.66,1.92,220.11,0
4/19/2003,1.94,333.4701892,3.2505316,4.19033003,109,27.91,2.57,217.4,0
4/20/2003,2.18,327.7019272,2.1709504,0.025032176,110,41.54,3.32,223.1,0
4/21/2003,2.22,322.8460676,2.4982386,1.30603397,111,49.12,2.59,232.97,0.000001
4/22/2003,2.18,319.5114036,1.602026,0.054982238,112,36.01,1.44,256.99,0
4/23/2003,2.13,318.3067284,2.8582168,0.348917753,113,29.43,1.47,247.52,0
4/24/2003,2.37,319.6357372,3.3255215,0.298242897,114,33.05,1.51,222.02,0
4/25/2003,3.15,323.0817332,3.88121521,0.918486118,115,48.18,1.97,227.68,0
4/26/2003,2.37,328.0229217,3.614969,5.7784214,116,48.73,2.32,225.61,0
4/27/2003,2.37,333.8375078,2.6260131,4.89305782,117,40.37,2.79,229.56,0
4/28/2003,2.37,339.9036967,2.1249669,0.471305311,118,53.93,3.45,208.69,0.000002
4/29/2003,2.37,345.5996936,1.4917661,1.09933102,119,56.48,2.49,213.82,0.001664
4/30/2003,2.13,350.3037038,0.4128427,0.119878493,120,73.21,1.54,190.79,0.002456
5/1/2003,2.08,353.3939323,0.6758986,0.521886408,121,72.04,2.94,215.77,0.003194
5/2/2003,2.08,354.4126019,1.703459,0.02009291,122,64.52,2.43,236.97,0.001868
5/3/2003,2.08,353.5580043,3.0238572,2.03119278,123,54.64,4.86,221.44,0.000958
5/4/2003,2.18,351.1924488,1.0711281,0.170398101,124,59.52,5.06,211.31,0.000576
5/5/2003,2.22,347.6782447,1.9872384,0.073988229,125,34.2,3.59,226.08,0.000409
5/6/2003,2.13,343.3777013,2.5979715,0.168639496,126,24.27,3.64,222.38,0.000311
5/7/2003,2.13,338.6531277,2.7532131,0.03114401,127,29.06,2.95,228.35,0.000244
5/8/2003,2.08,333.8668332,2.6012198,0,128,29.97,2.52,216.95,0.000191
5/9/2003,2.08,329.3811271,2.1253914,6.02762032,129,54.8,3.2,220.22,0.001034
5/10/2003,2.13,325.4714113,1.532809,0,130,59.91,2.26,225.07,0.00109
5/11/2003,2.08,322.0654582,2.1111247,1.40896749,131,61.21,2.83,222.12,0.000537
5/12/2003,2.13,319.0041329,2.6209657,0.063292667,132,54.89,2.02,238.47,0.000187
5/13/2003,2.18,316.1283006,3.59886636,0.025116136,133,62.38,3.15,214.11,0.000049
5/14/2003,2.59,313.2788262,2.3446769,0.427461028,134,72.71,3.3,223.26,0.00002
5/15/2003,2.85,310.296575,3.286851,2.34538484,135,61.25,3.18,228.43,0.000975
5/16/2003,2.85,307.022412,3.40338423,0.060001846,136,51.96,2.62,237.25,0.000832
5/17/2003,2.85,303.2972022,3.86769662,1.23405731,137,43.92,2.69,223.34,0.00035
5/18/2003,3.03,299.0355375,3.46557777,4.90789795,138,43.47,2.83,227.99,0.000207
5/19/2003,3.03,294.4469161,3.34642135,0.157733977,139,47.09,2.37,231.6,0.000094
5/20/2003,3.15,289.8145629,3.25406891,2.57648015,140,49.25,2.53,223.59,0.000244
5/21/2003,3.15,285.4217027,4.195956047,1.9607681,141,52.59,2.29,232.87,0.000143
5/22/2003,3.15,281.5515605,3.0003944,1.54781556,142,58.31,2.64,220.36,0.00033
5/23/2003,3.15,278.4873611,3.43616181,3.02490616,143,66.35,3.35,221.21,0.000146
5/24/2003,3.45,276.5123294,4.48575845,0.688142717,144,60.01,3.61,215.75,0.000074
5/25/2003,3.64,275.9096903,4.04225822,1.17914367,145,52.36,2.8,226.12,0.000121
5/26/2003,3.83,276.8157751,4.78429346,0.427659869,146,40.99,2.69,225.07,0.000057
5/27/2003,3.96,278.7793412,5.3873533,0.836963892,147,43.86,2.73,220.93,0.000024
5/28/2003,4.45,281.2022522,5.9842656,0.398390979,148,38.2,2.76,222.8,0.000005
5/29/2003,4.59,283.486372,6.4746842,0.338007182,149,32.88,1.97,235.7,0
5/30/2003,5.19,285.0335644,6.9181937,12.4590864,150,30.78,2.01,220.54,0
5/31/2003,6.24,285.245693,6.7785748,0.737134337,151,34.9,1.72,212.34,0
6/1/2003,6.32,283.5246216,6.7973508,27.4447269,152,45.91,2.27,209.79,0
6/2/2003,5.42,279.272214,7.1941409,4.82208252,153,46.9,2.62,222.21,0
6/3/2003,5.66,272.1629949,6.9550237,112.144646,154,63.8,2.75,211.17,0.000002
6/4/2003,5.83,262.9621331,5.221904,41.1931648,155,74.4,2.83,216.65,0.001533
6/5/2003,5.83,252.7074584,5.2742759,4.83559895,156,72.13,3.14,224.71,0.001488
6/6/2003,5.74,242.4368004,4.71528758,4.50116539,157,68.67,2.91,226.92,0.000424
6/7/2003,4.88,233.187989,5.0018917,4.29317284,158,62.63,2.7,221.39,0.000248
6/8/2003,6.32,225.9988538,4.84547967,0.509188056,159,58.62,2.36,232.2,0.000231
6/9/2003,5.19,221.9072246,5.7300162,9.74060154,160,55.41,2.06,226.07,0.000233
6/10/2003,6.5,221.9509311,6.4741357,24.8554993,161,57.61,2.88,217.17,0.000141
6/11/2003,6.5,226.7814513,5.7903424,8.91453266,162,61.57,2.78,227.07,0.000166
6/12/2003,6.5,235.5048559,7.0532727,5.82784224,163,49.31,2.51,227.31,0.00006
6/13/2003,6.5,246.8408636,6.9690013,6.66491604,164,48.42,2.44,223.39,0.000007
6/14/2003,6.41,259.5091932,5.841698,5.00533819,165,57.04,3.06,224.66,0
6/15/2003,5.27,272.2295636,5.9374326,19.6371307,166,56.11,2.69,220.33,0
6/16/2003,5.34,283.7216937,5.5831935,12.4027796,167,58.07,2.79,224.4,0
6/17/2003,6.32,292.7053022,6.2725986,1.82983553,168,70.02,3.06,214.83,0
6/18/2003,6.32,297.900108,6.6587746,8.53201199,169,75.54,3.29,216.37,0.000002
6/19/2003,8.16,298.390986,7.1663734,19.4732933,170,75.56,3.79,221.23,0
6/20/2003,7.97,294.7234358,6.7305507,9.95357132,171,81.63,3.11,217.94,0.00001
6/21/2003,8.77,287.8081128,6.7045489,33.3468742,172,79.48,3.51,214.88,0.000006
6/22/2003,8.87,278.5556728,7.0857325,18.0131683,173,74.39,2.67,212.17,0
6/23/2003,9.82,267.8767712,6.8321158,25.043148,174,76.4,2.9,206.59,0
6/24/2003,9.92,256.6820638,5.9567717,23.7946072,175,75.41,2.53,199.18,0
6/25/2003,10,245.882206,7.5320025,11.8064613,176,75.02,2.65,215.19,0
6/26/2003,10,236.3878536,7.9309413,52.3456192,177,78.42,3.32,207.45,0
6/27/2003,10,228.9350796,6.9496364,8.7792263,178,81.04,4.18,215.43,0
6/28/2003,10,223.5616271,6.8066155,14.6853695,179,81.47,3.36,219.3,0.000002
6/29/2003,9.07,220.1306567,7.0020758,23.002512,180,81.88,2.75,224.44,0
6/30/2003,9.17,218.5053292,7.3571244,80.0518646,181,82.61,2.83,221.9,0.000003
7/1/2003,8.97,218.548805,6.2639701,27.7060318,182,79.4,2.61,211.12,0
7/2/2003,8.97,220.1242449,7.2548182,27.8773079,183,74.35,2.93,211.7,0
7/3/2003,9.82,223.0948094,7.6930112,34.6908531,184,79.82,3.06,219.37,0.000201
7/4/2003,9.39,227.3236592,6.5408881,32.6194038,185,85.4,2.5,202.65,0.000734
7/5/2003,8.97,232.6472051,6.9848309,18.0966549,186,81.81,2.93,208.32,0.000558
7/6/2003,8.07,238.7948587,7.5769782,2.83219337,187,84.66,3.52,217.62,0.000103
7/7/2003,9.39,245.4692816,7.5652037,40.051445,188,82.35,3.83,221.83,0.000008
7/8/2003,9.39,252.3731356,6.9479027,81.7458496,189,88.09,4.17,215.41,0.000001
7/9/2003,9.39,259.2090824,6.4936801,34.3757553,190,87.96,3.98,211.12,0.000001
7/10/2003,8.36,265.6797838,6.0040206,7.29451609,191,80.86,2.68,212.89,0.000042
7/11/2003,8.56,271.4879015,7.3773607,3.95662761,192,82.23,3.78,214.05,0.000049
7/12/2003,8.67,276.3360973,7.4358552,12.8528614,193,80.84,3.29,219.22,0.000009
7/13/2003,8.77,280.0018595,7.063392,10.2920685,194,86.8,3.68,214.75,0.00003
7/14/2003,8.97,282.5619835,7.4740479,23.0099125,195,82.83,2.75,217.09,0.000017
7/15/2003,9.92,284.1680913,8.237695,15.0678539,196,80.45,2.41,207.72,0.000002
7/16/2003,10.5,284.9718049,8.1821296,20.2464256,197,79.14,2.24,208.95,0.000004
7/17/2003,10.6,285.1247464,7.9713901,7.59639311,198,78.88,2.96,218.22,0.000006
7/18/2003,10.9,284.7785378,7.8078701,13.9452343,199,85.42,1.94,223.57,0.000001
7/19/2003,10.8,284.0848011,7.0896685,33.0061455,200,85.69,1.9,211.8,0.000539
7/20/2003,9.71,283.1951583,7.4861219,7.35898733,201,80.27,1.6,192.85,0.000604
7/21/2003,9.71,282.241925,7.9326384,9.69705296,202,83.33,2.11,211.78,0.000101
7/22/2003,9.71,281.2801905,8.5102491,10.08255,203,80.54,1.48,192.43,0.000103
7/23/2003,8.67,280.345738,8.9828022,38.2501564,204,76.51,2.25,210.13,0.000011
7/24/2003,8.67,279.4743503,9.0575263,2.15289879,205,77.29,2.39,209.55,0
7/25/2003,8.77,278.7018105,9.2660384,22.0851784,206,75.57,2.96,214.25,0
7/26/2003,8.67,278.0639015,8.8464031,33.3998108,207,78.65,2.5,212.95,0
7/27/2003,8.77,277.5964063,9.0236361,12.8904419,208,78.76,2.91,202.95,0
7/28/2003,10.8,277.3351079,9.1334156,19.8459606,209,79.76,3.01,214.42,0
7/29/2003,10.8,277.2807828,8.5623123,19.0853329,210,81.74,2.44,231.61,0.000159
7/30/2003,10.8,277.2941815,7.6987764,111.667847,211,87.16,3.24,205.06,0.001216
7/31/2003,10.8,277.2010482,7.2521984,7.9461627,212,85.52,2.34,209.34,0.000944
8/1/2003,10.8,276.8271271,7.8508365,18.4601822,213,83.63,3.4,214.7,0.00021
8/2/2003,10.8,275.9981621,7.4025388,6.38279724,214,84.78,1.48,201.65,0.000051
8/3/2003,10.9,274.5398976,7.684826,3.44213986,215,80.43,2.96,213.7,0.000006
8/4/2003,10.8,272.2780776,8.5154682,17.5959282,216,82.72,2.71,216.81,0
8/5/2003,10.8,269.0384462,8.3534983,17.9227486,217,81.11,2.43,211.47,0.000002
8/6/2003,12.1,264.7573715,8.6238787,8.22747517,218,76.47,2.66,211.49,0.000005
8/7/2003,12.1,259.8137175,8.9550626,74.412674,219,78.2,2.7,223.08,0
8/8/2003,10.8,254.6969722,7.9381584,5.53867197,220,84.21,2.08,221.19,0
8/9/2003,10.8,249.8966236,8.1125336,10.6223125,221,83.18,3.18,212.83,0
8/10/2003,11,245.9021597,8.3239195,13.7824068,222,82.72,3.4,218.83,0
8/11/2003,10.8,243.2030684,7.786748,13.253583,223,87.13,2.73,217.56,0
8/12/2003,10.8,242.2888376,7.8824029,12.5253649,224,82.16,2.4,211.46,0
8/13/2003,10.8,243.6489555,8.1753185,8.57909584,225,79.68,2.49,198.41,0
8/14/2003,10.8,247.5934959,8.4176206,10.7748566,226,79.35,3.2,212.24,0
8/15/2003,10.8,253.7148766,8.7421513,31.5203094,227,77.61,2.47,211.6,0
8/16/2003,10.9,261.4261014,8.4629336,31.6354866,228,78.24,2.92,218.23,0
